,Time_of_Incident,Time_of_report,Incident,Location,month_year
294,2017-01-26 22:45:00+00:00,2017-02-03,Noise Violation,South Campus Commons,2017-01
295,2017-01-27 00:15:00+00:00,2017-02-03,Injured/Sick Person,South Campus Commons,2017-01
296,2017-01-27 20:40:00+00:00,2017-02-03,Alcohol Violation,Cumberland Hall,2017-01
297,2017-01-27 22:45:00+00:00,2017-02-03,Vandalism,Hagerstown Hall,2017-01
298,2017-01-28 20:00:00+00:00,2017-02-03,Vandalism,LaPlata Hall,2017-01
299,2017-01-30 15:00:00+00:00,2017-02-03,Check on the Welfare,Jimenez Hall,2017-01
300,2017-02-10 11:15:00+00:00,2017-03-01,Indecent Exposure,4100 Campus Dr,2017-02
301,2017-02-17 01:40:00+00:00,2017-03-01,Assault,Carroll Hall,2017-02
302,2017-02-01 23:30:00+00:00,2017-03-07,Noise Violation,Cumberland Hall,2017-02
303,2017-02-03 22:30:00+00:00,2017-03-07,Alcohol Violation,Ellicott Hall,2017-02
304,2017-02-03 23:15:00+00:00,2017-03-07,Vandalism,Worcester Hall,2017-02
305,2017-02-04 22:30:00+00:00,2017-03-07,Vandalism,Wicomico Hall,2017-02
306,2017-02-05 01:56:00+00:00,2017-03-07,Injured/Sick Person,Bel Air Hall,2017-02
307,2017-02-05 03:55:00+00:00,2017-03-07,Noise Violation,Harford Hall,2017-02
308,2017-02-07 10:30:00+00:00,2017-03-07,Vandalism,Wicomico Hall,2017-02
309,2017-02-09 01:15:00+00:00,2017-03-07,Noise Violation,Cumberland Hall,2017-02
310,2017-02-10 11:00:00+00:00,2017-03-07,Indecent Exposure,Math Building,2017-02
311,2017-02-11 12:30:00+00:00,2017-03-07,Noise Violation,Queen Anne's Hall,2017-02
312,2017-02-11 23:50:00+00:00,2017-03-07,Noise Violation,7300 Princeton Ave,2017-02
313,2017-02-12 01:45:00+00:00,2017-03-07,Vandalism,Cumberland Hall,2017-02
314,2017-02-12 19:00:00+00:00,2017-03-07,Vandalism,Washington Hall,2017-02
315,2017-02-12 23:38:00+00:00,2017-03-07,Noise Violation,Dorchester Hall,2017-02
316,2017-02-16 17:00:00+00:00,2017-03-07,Injured/Sick Person,Ellicott Hall,2017-02
317,2017-02-17 01:40:00+00:00,2017-03-07,Noise Violation,Carroll Hall,2017-02
318,2017-02-18 00:30:00+00:00,2017-03-07,Noise Violation,Caroline Hall,2017-02
319,2017-02-18 03:00:00+00:00,2017-03-07,Noise Violation,Elkton Hall,2017-02
320,2017-02-19 03:00:00+00:00,2017-03-07,Noise Violation,Cecil Hall,2017-02
321,2017-02-20 01:05:00+00:00,2017-03-07,Noise Violation,Elkton Hall,2017-02
322,2017-02-22 01:00:00+00:00,2017-03-07,Vandalism,Cumberland Hall,2017-02
323,2017-02-22 20:45:00+00:00,2017-03-07,Injured/Sick Person,South Campus Commons,2017-02
324,2017-02-24 22:00:00+00:00,2017-03-07,Alcohol Violation,Washington Hall,2017-02
325,2017-02-24 22:15:00+00:00,2017-03-07,Vandalism,Somerset Hall,2017-02
326,2017-02-24 22:33:00+00:00,2017-03-07,Alcohol Violation,St. Mary's Hall,2017-02
327,2017-02-25 00:21:00+00:00,2017-03-07,Alcohol Violation,Denton Hall,2017-02
328,2017-02-25 03:00:00+00:00,2017-03-07,Noise Violation,Prince Frederick Hall,2017-02
329,2017-02-25 22:15:00+00:00,2017-03-07,Noise Violation,Leonardtown Apts,2017-02
330,2017-02-26 01:21:00+00:00,2018-07-26,Murder,"5600 Fordham Blvd, Chapel Hill, NC",2017-02
331,2017-03-17 20:00:00+00:00,2017-04-04,Alcohol Violation,Cambridge Hall,2017-03
332,2017-03-15 12:20:00+00:00,2017-04-04,Noise Violation,Cecil Hall,2017-03
333,2017-03-17 20:00:00+00:00,2017-04-04,Alcohol Violation,Chestertown Hall,2017-03
334,2017-03-17 20:00:00+00:00,2017-04-04,Alcohol Violation,Chestertown Hall,2017-03
335,2017-03-12 11:30:00+00:00,2017-04-04,Vandalism,Chestertown Hall,2017-03
336,2017-03-05 00:15:00+00:00,2017-04-04,Alcohol Violation,Cumberland Hall,2017-03
337,2017-03-16 01:45:00+00:00,2017-04-04,Noise Violation,Cumberland Hall,2017-03
338,2017-03-31 23:55:00+00:00,2017-04-04,Theft,Denton Hall,2017-03
339,2017-03-11 01:30:00+00:00,2017-04-04,Vandalism,Elkton Hall,2017-03
340,2017-03-09 22:15:00+00:00,2017-04-04,Alcohol Violation,Ellicott Hall,2017-03
341,2017-03-05 14:45:00+00:00,2017-04-04,Injured/Sick Person,Ellicott Hall,2017-03
342,2017-03-27 23:45:00+00:00,2017-04-04,Noise Violation,Frederick Hall,2017-03
343,2017-03-05 01:18:00+00:00,2017-04-04,Noise Violation,Hagerstown Hall,2017-03
344,2017-03-17 20:00:00+00:00,2017-04-04,Alcohol Violation,LaPlata Hall,2017-03
345,2017-03-30 08:40:00+00:00,2017-04-04,Noise Violation,Leonardtown Apartments,2017-03
346,2017-03-06 11:00:00+00:00,2017-04-04,Noise Violation,Oakland Hall,2017-03
347,2017-03-11 00:40:00+00:00,2017-04-04,Assault,8200 Baltimore Ave,2017-03
348,2017-03-04 00:30:00+00:00,2017-04-04,Noise Violation,South Campus Commons,2017-03
349,2017-03-17 02:15:00+00:00,2017-04-04,Injured/Sick Person,South Campus Commons,2017-03
350,2017-03-27 09:00:00+00:00,2017-03-27,Suspicious Activity,Bio/Psychology Bldg,2017-03
351,2017-04-01 01:15:00+00:00,2017-05-04,Alcohol Violation,Centreville Hall,2017-04
352,2017-04-01 21:00:00+00:00,2017-05-04,Noise Violation,Easton Hall,2017-04
353,2017-04-01 23:45:00+00:00,2017-05-04,Injured/Sick Person,Bel Air Hall,2017-04
354,2017-04-02 16:15:00+00:00,2017-05-04,Disorderly Conduct,Ellicott Hall,2017-04
355,2017-04-03 21:00:00+00:00,2017-05-04,Injured/Sick Person,Hagerstown Hall,2017-04
356,2017-04-04 01:30:00+00:00,2017-05-04,Alcohol Violation,Wicomico Hall,2017-04
357,2017-04-04 23:00:00+00:00,2017-05-04,Assault,Queen Anne's Hall,2017-04
358,2017-04-06 22:15:00+00:00,2017-05-04,Noise Violation,Baltimore Hall,2017-04
359,2017-04-07 08:00:00+00:00,2017-05-04,Vandalism,Easton Hall,2017-04
360,2017-04-08 21:00:00+00:00,2017-05-04,Alcohol Violation,Cumberland Hall,2017-04
361,2017-04-09 01:15:00+00:00,2017-05-04,Noise Violation,Washington Hall,2017-04
362,2017-04-10 05:00:00+00:00,2017-05-04,Injured/Sick Person,Carroll Hall,2017-04
363,2017-04-10 22:15:00+00:00,2017-05-04,Alcohol Violation,Ellicott Hall,2017-04
364,2017-04-13 23:00:00+00:00,2017-05-04,Alcohol Violation,Cambridge Hall,2017-04
365,2017-04-14 01:00:00+00:00,2017-05-04,Disorderly Conduct,LaPlata Hall,2017-04
366,2017-04-14 13:30:00+00:00,2017-05-04,Vandalism,Wicomico Hall,2017-04
367,2017-04-15 00:45:00+00:00,2017-05-04,Alcohol Violation,Carroll Hall,2017-04
368,2017-04-17 23:15:00+00:00,2017-05-04,Vandalism,Caroline Hall,2017-04
369,2017-04-20 00:30:00+00:00,2017-05-04,Noise Violation,Ellicott Hall,2017-04
370,2017-04-21 10:00:00+00:00,2017-05-04,Alcohol Violation,Caroline Hall,2017-04
371,2017-04-22 00:15:00+00:00,2017-05-04,Noise Violation,South Campus Commons,2017-04
372,2017-04-23 01:54:00+00:00,2017-05-04,Alcohol Violation,Hagerstown Hall,2017-04
373,2017-04-24 07:00:00+00:00,2017-05-04,Vandalism,Denton Hall,2017-04
374,2017-04-27 00:15:00+00:00,2017-05-04,Noise Violation,Denton Hall,2017-04
375,2017-04-17 03:00:00+00:00,2017-06-21,Dating Violence,Lot Q,2017-04
376,2017-05-01 20:30:00+00:00,2017-06-12,Alcohol Violation,South Campus Commons,2017-05
377,2017-05-03 14:00:00+00:00,2017-06-12,Injured/Sick Person,LaPlata Hall,2017-05
378,2017-05-05 13:30:00+00:00,2017-06-12,Assault,Oakland Hall,2017-05
379,2017-05-05 22:45:00+00:00,2017-06-12,Alcohol Violation,Somerset Hall,2017-05
380,2017-05-06 11:00:00+00:00,2017-06-12,Vandalism,Dorchester Hall,2017-05
381,2017-05-06 22:43:00+00:00,2017-06-12,Alcohol Violation,Centreville Hall,2017-05
382,2017-05-06 00:00:00+00:00,2017-06-12,Alcohol Violation,Stamp Student Union,2017-05
383,2017-05-08 22:21:00+00:00,2017-06-12,Alcohol Violation,Carroll Hall,2017-05
384,2017-05-11 00:00:00+00:00,2017-06-12,Noise Violation,Cumberland Hall,2017-05
385,2017-05-11 01:45:00+00:00,2017-06-12,Noise Violation,South Campus Commons,2017-05
386,2017-05-11 22:15:00+00:00,2017-06-12,Noise Violation,Ellicott Hall,2017-05
387,2017-05-11 15:00:00+00:00,2017-06-12,Telephone/Email Misuse,Symons Hall,2017-05
388,2017-05-12 00:30:00+00:00,2017-06-12,Noise Violation,Prince Frederick Hall,2017-05
389,2017-05-12 03:00:00+00:00,2017-06-12,Alcohol Violation,South Campus Commons,2017-05
390,2017-05-12 22:30:00+00:00,2017-06-12,Noise Violation,Ellicott Hall,2017-05
391,2017-05-13 22:15:00+00:00,2017-06-12,Vandalism,Wicomico Hall,2017-05
392,2017-05-14 17:00:00+00:00,2017-06-12,Injured/Sick Person,Elkton Hall,2017-05
393,2017-05-14 22:15:00+00:00,2017-06-12,Noise Violation,Chestertown Hall,2017-05
394,2017-05-16 11:00:00+00:00,2017-06-12,Disorderly Conduct,Computer and Space Sciences Building,2017-05
395,2017-05-17 18:45:00+00:00,2017-06-12,Alcohol Violation,Leonardtown Apartments,2017-05
396,2017-05-18 22:05:00+00:00,2017-06-12,Vandalism,Wicomico Hall,2017-05
397,2017-05-20 00:00:00+00:00,2017-06-12,Noise Violation,South Campus Commons,2017-05
398,2017-05-27 11:34:00+00:00,2018-06-06,Motor Vehicle Theft,"2800 E. 36th Street, Joplin, MO",2017-05
399,2017-06-08 22:25:00+00:00,2017-08-09,Theft,South Campus Commons,2017-06
400,2017-06-22 22:15:00+00:00,2017-08-09,Vandalism,South Campus Commons,2017-06
401,2017-07-19 02:00:00+00:00,2017-07-24,Rape,Off Campus Location (Unspecified),2017-07
402,2017-08-05 02:15:00+00:00,2017-08-09,Assault,Courtyards Apts,2017-08
403,2017-08-30 23:50:00+00:00,2017-09-01,Rape,Off Campus - Near UM (Unspecified Location),2017-08
404,2017-08-25 22:45:00+00:00,2017-09-07,Alcohol Violation,Centreville Hall,2017-08
405,2017-08-05 02:15:00+00:00,2017-09-07,Assault,Courtyards Apartments,2017-08
406,2017-08-26 21:57:00+00:00,2017-09-07,Injured/Sick Person,Ellicott Hall,2017-08
407,2017-08-03 20:00:00+00:00,2017-09-07,Alcohol Violation,Leonardtown Apartments,2017-08
408,2017-08-23 10:00:00+00:00,2017-09-07,Alcohol Violation,Leonardtown Apartments,2017-08
409,2017-08-26 22:30:00+00:00,2017-09-07,Alcohol Violation,Montgomery Hall,2017-08
410,2017-08-26 22:30:00+00:00,2017-09-07,Alcohol Violation,Montgomery Hall,2017-08
411,2017-08-26 23:30:00+00:00,2017-09-07,Alcohol Violation,Montgomery Hall,2017-08
412,2017-08-31 22:15:00+00:00,2017-09-07,Noise Violation,Prince Frederick Hall,2017-08
413,2017-08-31 22:30:00+00:00,2017-09-07,Alcohol Violation,Prince Frederick Hall,2017-08
414,2017-08-26 00:05:00+00:00,2017-09-07,Alcohol Violation,South Campus Commons,2017-08
415,2017-08-31 18:30:00+00:00,2017-09-07,Vandalism,South Campus Commons,2017-08
416,2017-09-09 01:00:00+00:00,2017-09-13,Rape,On Campus Residence Hall (Unspecified),2017-09
417,2017-09-29 12:50:00+00:00,2017-10-02,Noise Violation,Calvert Hall,2017-09
418,2017-09-01 22:15:00+00:00,2017-10-02,Alcohol Violation,Caroline Hall,2017-09
419,2017-09-17 00:30:00+00:00,2017-10-02,Alcohol Violation,Caroline Hall,2017-09
420,2017-09-26 01:00:00+00:00,2017-10-02,Noise Violation,Caroline Hall,2017-09
421,2017-09-16 01:08:00+00:00,2017-10-02,Injured/Sick Person,Centreville Hall,2017-09
422,2017-09-02 23:15:00+00:00,2017-10-02,Alcohol Violation,Chestertown Hall,2017-09
423,2017-09-23 12:15:00+00:00,2017-10-02,Alcohol Violation,Chestertown Hall,2017-09
424,2017-09-22 20:30:00+00:00,2017-10-02,Alcohol Violation,Cumberland Hall,2017-09
425,2017-09-04 19:30:00+00:00,2017-10-02,Vandalism,Cumberland Hall,2017-09
426,2017-09-03 00:00:00+00:00,2017-10-02,Vandalism,Cumberland Hall,2017-09
427,2017-09-01 22:20:00+00:00,2017-10-02,Alcohol Violation,Dorchester Hall,2017-09
428,2017-09-13 08:10:00+00:00,2017-10-02,Alcohol Violation,Easton Hall,2017-09
429,2017-09-07 23:56:00+00:00,2017-10-02,Noise Violation,Easton Hall,2017-09
430,2017-09-24 19:52:00+00:00,2017-10-02,Harrassment,Elkton Hall,2017-09
431,2017-09-09 22:15:00+00:00,2017-10-02,Alcohol Violation,Ellicott Hall,2017-09
432,2017-09-09 00:30:00+00:00,2017-10-02,Alcohol Violation,Ellicott Hall,2017-09
433,2017-09-12 11:30:00+00:00,2017-10-02,Alcohol Violation,Ellicott Hall,2017-09
434,2017-09-23 12:45:00+00:00,2017-10-02,Alcohol Violation,Ellicott Hall,2017-09
435,2017-09-23 00:00:00+00:00,2017-10-02,Vandalism,Ellicott Hall,2017-09
436,2017-09-09 22:00:00+00:00,2017-10-02,Alcohol Violation,Hagerstown Hall,2017-09
437,2017-09-22 22:00:00+00:00,2017-10-02,Alcohol Violation,Hagerstown Hall,2017-09
438,2017-09-08 22:30:00+00:00,2017-10-02,Alcohol Violation,LaPlata Hall,2017-09
439,2017-09-16 22:25:00+00:00,2017-10-02,Alcohol Violation,LaPlata Hall,2017-09
440,2017-09-04 00:36:00+00:00,2017-10-02,Noise Violation,Leonardtown Apartments,2017-09
441,2017-09-27 21:21:00+00:00,2017-10-02,Alcohol Violation,Leonardtown Apartments,2017-09
442,2017-09-10 01:00:00+00:00,2017-10-02,Alcohol Violation,Montgomery Hall,2017-09
443,2017-09-15 22:15:00+00:00,2017-10-02,Noise Violation,Montgomery Hall,2017-09
444,2017-09-09 19:30:00+00:00,2017-10-02,Hate/Bias Incident,Montgomery Hall,2017-09
445,2017-09-26 22:30:00+00:00,2017-10-02,Sexual Harrassment,Oakland Hall,2017-09
446,2017-09-22 00:32:00+00:00,2017-10-02,Alcohol Violation,4600 College Ave,2017-09
447,2017-09-22 00:45:00+00:00,2017-10-02,Alcohol Violation,4600 College Ave,2017-09
448,2017-09-23 12:35:00+00:00,2017-10-02,Alcohol Violation,4500 College Ave,2017-09
449,2017-09-23 12:45:00+00:00,2017-10-02,Alcohol Violation,7400 Yale Ave,2017-09
450,2017-09-22 11:35:00+00:00,2017-10-02,Alcohol Violation,4600 Knox Rd,2017-09
451,2017-09-23 12:31:00+00:00,2017-10-02,Alcohol Violation,4600 Knox Rd,2017-09
452,2017-09-16 22:10:00+00:00,2017-10-02,Alcohol Violation,7300 Dartmouth Ave,2017-09
453,2017-09-01 00:30:00+00:00,2017-10-02,Assault,7300 Baltimore Ave,2017-09
454,2017-09-02 19:57:00+00:00,2017-10-02,Noise Violation,7500 Rhode Island Ave,2017-09
455,2017-09-04 17:57:00+00:00,2017-10-02,Noise Violation,7300 Yale Ave,2017-09
456,2017-09-25 02:00:00+00:00,2017-10-02,Disorderly Conduct,4400 Hartwick Rd,2017-09
457,2017-09-18 19:45:00+00:00,2017-10-02,Vandalism,Prince Frederick Hall,2017-09
458,2017-09-27 12:00:00+00:00,2017-10-02,Vandalism,Prince Frederick Hall,2017-09
459,2017-09-09 01:15:00+00:00,2017-10-02,Noise Violation,South Campus Commons,2017-09
460,2017-09-01 22:30:00+00:00,2017-10-02,Vandalism,South Campus Commons,2017-09
461,2017-09-17 00:35:00+00:00,2017-10-02,Vandalism,St. Mary's Hall,2017-09
462,2017-10-13 23:00:00+00:00,2017-11-07,Alcohol Violation,Allegany Hall,2017-10
463,2017-10-12 21:30:00+00:00,2017-11-07,Alcohol Violation,Cambridge Hall,2017-10
464,2017-10-21 00:14:00+00:00,2017-11-07,Alcohol Violation,Cambridge Hall,2017-10
465,2017-10-06 11:50:00+00:00,2017-11-07,Alcohol Violation,Centreville Hall,2017-10
466,2017-10-01 00:15:00+00:00,2017-11-07,Alcohol Violation,Chestertown Hall,2017-10
467,2017-10-05 22:45:00+00:00,2017-11-07,Alcohol Violation,Cumberland Hall,2017-10
468,2017-10-21 20:30:00+00:00,2017-11-07,Alcohol Violation,Cumberland Hall,2017-10
469,2017-10-13 23:15:00+00:00,2017-11-07,Noise Violation,Cumberland Hall,2017-10
470,2017-10-09 22:30:00+00:00,2017-11-07,Theft,Cumberland Hall,2017-10
471,2017-10-21 15:00:00+00:00,2017-11-07,Vandalism,Cumberland Hall,2017-10
472,2017-10-19 21:00:00+00:00,2017-11-07,Theft,Easton Hall,2017-10
473,2017-10-06 22:15:00+00:00,2017-11-07,Alcohol Violation,Ellicott Hall,2017-10
474,2017-10-27 22:15:00+00:00,2017-11-07,Alcohol Violation,Ellicott Hall,2017-10
475,2017-10-29 11:45:00+00:00,2017-11-07,Harassment,Ellicott Hall,2017-10
476,2017-10-29 03:00:00+00:00,2017-11-07,Theft,LaPlata Hall,2017-10
477,2017-10-08 12:00:00+00:00,2017-11-07,Vandalism,Prince Frederick Hall,2017-10
478,2017-10-20 00:10:00+00:00,2017-11-07,Noise Violation,Prince Frederick Hall,2017-10
479,2017-10-30 18:00:00+00:00,2017-11-07,Vandalism,Somerset Hall,2017-10
480,2017-10-21 06:45:00+00:00,2017-11-07,Noise Violation,South Campus Commons,2017-10
481,2017-10-20 00:00:00+00:00,2017-11-07,Harassment,Tawes Hall,2017-10
482,2017-10-27 01:45:00+00:00,2017-11-07,Noise Violation,Wicomico Hall,2017-10
483,2017-10-15 00:15:00+00:00,2017-11-07,Alcohol Violation,Worcester Hall,2017-10
484,2017-10-09 21:00:00+00:00,2017-11-29,Rape,8200 Baltimore Ave.,2017-10
485,2017-11-09 23:30:00+00:00,2017-12-05,Noise Violation,Allegany Hall,2017-11
486,2017-11-10 23:45:00+00:00,2017-12-05,Vandalism,Centreville Hall,2017-11
487,2017-11-04 21:45:00+00:00,2017-12-05,Vandalism,Chestertown Hall,2017-11
488,2017-11-30 22:30:00+00:00,2017-12-05,Alcohol Violation,Cumberland Hall,2017-11
489,2017-11-10 17:30:00+00:00,2017-12-05,Noise Violation,Cumberland Hall,2017-11
490,2017-11-10 00:00:00+00:00,2017-12-05,Sexual Harassment,Cumberland Hall,2017-11
491,2017-11-18 00:00:00+00:00,2017-12-05,Theft,Cumberland Hall,2017-11
492,2017-11-18 04:05:00+00:00,2017-12-05,Noise Violation,Elkton Hall,2017-11
493,2017-11-10 22:30:00+00:00,2017-12-05,Alcohol Violation,Ellicott Hall,2017-11
494,2017-11-12 02:15:00+00:00,2017-12-05,Noise Violation,Frederick Hall,2017-11
495,2017-11-12 22:30:00+00:00,2017-12-05,Noise Violation,Hagerstown Hall,2017-11
496,2017-11-14 22:45:00+00:00,2017-12-05,Noise Violation,Howard Hall,2017-11
497,2017-11-28 02:05:00+00:00,2017-12-05,Injured/Sick Person,Oakland Hall,2017-11
498,2017-11-08 21:07:00+00:00,2017-12-05,Disorderly Conduct,4600 Knox Road,2017-11
499,2017-11-08 00:30:00+00:00,2017-12-05,Noise Violation,Prince Frederick Hall,2017-11
500,2017-11-18 00:00:00+00:00,2017-12-05,Noise Violation,Prince Frederick Hall,2017-11
501,2017-11-18 00:15:00+00:00,2017-12-05,Noise Violation,Prince Frederick Hall,2017-11
502,2017-11-08 19:30:00+00:00,2017-12-05,Theft,Prince Frederick Hall,2017-11
503,2017-11-02 22:00:00+00:00,2017-12-05,Noise Violation,Queen Anne's Hall,2017-11
504,2017-11-11 02:15:00+00:00,2017-12-05,Vandalism,Somerset Hall,2017-11
505,2017-11-05 00:45:00+00:00,2017-12-05,Noise Violation,South Campus Commons,2017-11
506,2017-11-10 01:15:00+00:00,2017-12-05,Noise Violation,Washington Hall,2017-11
507,2017-12-02 19:50:00+00:00,2018-01-11,Theft,Bel Air Hall,2017-12
508,2017-12-04 22:45:00+00:00,2018-01-11,Theft,Caroline Hall,2017-12
509,2017-12-10 22:40:00+00:00,2018-01-11,Sick/Injured Person,Centreville Hall,2017-12
510,2017-12-08 23:45:00+00:00,2018-01-11,Noise Violation,Centreville Hall,2017-12
511,2017-12-16 01:15:00+00:00,2018-01-11,Noise Violation,Cumberland Hall,2017-12
512,2017-12-19 20:00:00+00:00,2018-01-11,Theft,Cumberland Hall,2017-12
513,2017-12-16 13:00:00+00:00,2018-01-11,Noise Violation,Hagerstown Hall,2017-12
514,2017-12-10 21:00:00+00:00,2018-01-11,Noise Violation,Leonardtown Apartments,2017-12
515,2017-12-10 22:45:00+00:00,2018-01-11,Noise Violation,Prince Frederick Hall,2017-12
516,2017-12-08 13:15:00+00:00,2018-01-11,Vandalism,Prince Frederick Hall,2017-12
517,2017-12-09 22:00:00+00:00,2018-01-11,Alcohol Violation,Queen Anne's Hall,2017-12
518,2017-12-19 00:15:00+00:00,2018-01-11,Noise Violation,South Campus Commons,2017-12
519,2017-12-03 22:05:00+00:00,2018-01-11,Noise Violation,Washington Hall,2017-12
520,2017-12-05 17:30:00+00:00,2018-01-11,Noise Violation,Washington Hall,2017-12
521,2018-01-22 22:00:00+00:00,2018-02-16,Noise Violation,South Campus Commons,2018-01
522,2018-01-31 14:15:00+00:00,2018-02-16,Injured/Sick Person,Somerset Hall,2018-01
523,2018-01-27 14:10:00+00:00,2018-02-16,Alcohol Violation,4900 Calvert Road,2018-01
524,2018-01-22 22:15:00+00:00,2018-02-16,Alcohol Violation,Ellicott Hall,2018-01
525,2018-01-26 22:15:00+00:00,2018-02-16,Alcohol Violation,Ellicott Hall,2018-01
526,2018-01-25 02:15:00+00:00,2018-02-16,Alcohol Violation,Ellicott Hall,2018-01
527,2018-01-25 22:30:00+00:00,2018-02-16,Alcohol Violation,Easton Hall,2018-01
528,2018-01-27 01:00:00+00:00,2018-02-16,Alcohol Violation,Cumberland Hall,2018-01
529,2018-01-27 00:45:00+00:00,2018-02-16,Alcohol Violation,Cumberland Hall,2018-01
530,2018-01-31 12:30:00+00:00,2018-02-16,Noise Violation,Cumberland Hall,2018-01
531,2018-01-21 23:15:00+00:00,2018-02-16,Alcohol Violation,Centreville Hall,2018-01
532,2018-01-28 16:00:00+00:00,2018-02-16,Injured/Sick Person,Carroll Hall,2018-01
533,2018-02-17 04:30:00+00:00,2018-03-06,Noise Violation,Baltimore Hall,2018-02
534,2018-02-17 00:30:00+00:00,2018-03-06,Alcohol Violation,Cambridge Hall,2018-02
535,2018-02-07 01:45:00+00:00,2018-03-06,Vandalism,Caroline Hall,2018-02
536,2018-02-02 01:00:00+00:00,2018-03-06,Noise Violation,Cecil Hall,2018-02
537,2018-02-19 21:18:00+00:00,2018-03-06,Noise Violation,Cecil Hall,2018-02
538,2018-02-04 00:00:00+00:00,2018-03-06,Vandalism,Chestertown Hall,2018-02
539,2018-02-24 02:30:00+00:00,2018-03-06,Alcohol Violation,Cumberland Hall,2018-02
540,2018-02-03 00:15:00+00:00,2018-03-06,Alcohol Violation,Ellicott Hall,2018-02
541,2018-02-23 22:20:00+00:00,2018-03-06,Alcohol Violation,Ellicott Hall,2018-02
542,2018-02-19 22:00:00+00:00,2018-03-06,Harassment,Ellicott Hall,2018-02
543,2018-02-17 00:15:00+00:00,2018-03-06,Noise Violation,Frederick Hall,2018-02
544,2018-02-19 01:09:00+00:00,2018-03-06,Noise Violation,Kent Hall,2018-02
545,2018-02-08 00:30:00+00:00,2018-03-06,Harassment,LaPlata Hall,2018-02
546,2018-02-02 23:15:00+00:00,2018-03-06,Alcohol Violation,Leonardtown Apts,2018-02
547,2018-02-03 23:10:00+00:00,2018-03-06,Noise Violation,Leonardtown Apts,2018-02
548,2018-02-11 00:15:00+00:00,2018-03-06,Alcohol Violation,Leonardtown Apts,2018-02
549,2018-02-02 11:50:00+00:00,2018-03-06,Theft,Oakland Hall,2018-02
550,2018-02-04 00:35:00+00:00,2018-03-06,Noise Violation,8300 Baltimore Ave,2018-02
551,2018-02-11 00:15:00+00:00,2018-03-06,Alcohol Violation,Prince Frederick Hall,2018-02
552,2018-02-17 17:00:00+00:00,2018-03-06,Noise Violation,Prince George's Hall,2018-02
553,2018-02-20 20:55:00+00:00,2018-03-06,Alcohol Violation,Somerset Hall,2018-02
554,2018-02-10 05:40:00+00:00,2018-03-06,Injured/Sick Person,South Campus Commons,2018-02
555,2018-02-09 21:30:00+00:00,2018-03-06,Noise Violation,South Campus Commons,2018-02
556,2018-02-18 20:00:00+00:00,2018-03-06,Noise Violation,South Campus Commons,2018-02
557,2018-02-07 19:00:00+00:00,2018-06-25,Stalking,La Plata Hall,2018-02
558,2018-03-08 02:15:00+00:00,2019-06-27,Drug Violation/Arrest,"2550 N Central Expressway, Plano, TX 75074",2018-03
559,2018-04-25 22:09:00+00:00,2018-05-03,Noise Violation,Caroline Hall,2018-04
560,2018-04-14 22:15:00+00:00,2018-05-03,Alcohol Violation,Centreville Hall,2018-04
561,2018-04-08 10:30:00+00:00,2018-05-03,Vandalism,Chestertown Hall,2018-04
562,2018-04-14 01:15:00+00:00,2018-05-03,Alcohol Violation,Denton Hall,2018-04
563,2018-04-13 03:20:00+00:00,2018-05-03,Noise Violation,Ellicott Hall,2018-04
564,2018-04-01 00:15:00+00:00,2018-05-03,Alcohol Violation,Harford Hall,2018-04
